is_val_error,reg,stepSize,lastKDays,kout,kin,time_ix,hy_ix,rmse,mae
False,KNeighborsRegressor,2,1,5,-1,0,9,23.202618518158026,18.321035018249436
False,KNeighborsRegressor,2,1,5,-1,2,9,27.932978635307613,23.535918297954183
False,KNeighborsRegressor,2,1,5,-1,4,9,8.867273739960309,7.580386615533523
False,KNeighborsRegressor,2,1,5,-1,6,9,14.777123694547539,11.960094131411557
False,KNeighborsRegressor,2,1,5,-1,8,9,6.994795414004427,5.456863970234245
False,KNeighborsRegressor,2,1,5,-1,10,9,6.024848489085075,4.995688809767953
False,KNeighborsRegressor,2,1,5,-1,12,9,4.181471496795883,3.877155227933388
False,KNeighborsRegressor,2,1,5,-1,14,9,16.25576983449955,11.015129541617291
False,KNeighborsRegressor,2,1,5,-1,16,9,8.928507505034577,7.656920755579232
False,KNeighborsRegressor,2,1,5,-1,18,9,9.457388118753084,7.14645337561917
False,KNeighborsRegressor,2,1,5,-1,20,9,18.975383613594815,15.032378355743617
False,KNeighborsRegressor,2,1,5,-1,22,9,11.32739614597645,8.9905814124086
False,KNeighborsRegressor,2,1,5,-1,24,9,5.039047973003421,4.422659072218294
False,KNeighborsRegressor,2,1,5,-1,26,9,5.165741829051093,4.209344332962778
False,KNeighborsRegressor,2,1,5,-1,28,9,2.404367241571926,2.003695312063274
False,KNeighborsRegressor,2,1,5,-1,30,9,2.082322496452317,1.8664552460450365
False,KNeighborsRegressor,2,1,5,-1,32,9,3.4619243523213745,2.972288792560626
False,KNeighborsRegressor,2,1,5,-1,34,9,8.395154858519252,6.852055034813859
False,KNeighborsRegressor,2,1,5,-1,36,9,1.6200683830782954,1.3092240192630833
False,KNeighborsRegressor,2,1,5,-1,38,9,2.0624344775504375,1.8778812237421534
False,KNeighborsRegressor,2,1,5,-1,40,9,15.199262471818043,10.852041474688447
False,KNeighborsRegressor,2,1,5,-1,42,9,11.507104613657019,9.158116707842229
False,KNeighborsRegressor,2,1,5,-1,44,9,46.86065800871045,23.793537405059
False,KNeighborsRegressor,2,1,5,-1,46,9,4.530684015065271,3.7143958430561526
False,KNeighborsRegressor,2,1,5,-1,48,9,5.067880072400122,3.698833167748563
False,KNeighborsRegressor,2,1,5,-1,50,9,2.2384976755328316,1.905754479277593
False,KNeighborsRegressor,2,1,5,-1,52,9,2.524102417926788,2.191648056208107
False,KNeighborsRegressor,2,1,5,-1,54,9,9.521884176920015,8.341930656270026
False,KNeighborsRegressor,2,1,5,-1,56,9,1.9392571937271752,1.732753154740908
False,KNeighborsRegressor,2,1,5,-1,58,9,6.1726390568126375,5.325525347682617
False,KNeighborsRegressor,2,1,5,-1,60,9,19.69774886449395,14.635393481286831
False,KNeighborsRegressor,2,1,5,-1,62,9,14.014847052064772,9.704964805924789
False,KNeighborsRegressor,2,1,5,-1,64,9,8.082291703542003,6.808040125674563
False,KNeighborsRegressor,2,1,5,-1,66,9,24.96630678439343,15.537879519159524
False,KNeighborsRegressor,2,1,5,-1,68,9,15.090556702872167,10.725626921831038
False,KNeighborsRegressor,2,1,5,-1,70,9,7.689085460391084,6.506591290415986
False,KNeighborsRegressor,2,1,5,-1,72,9,22.115191817540243,11.69713311994605
False,KNeighborsRegressor,2,1,5,-1,74,9,15.428943030013333,12.807590239100534
False,KNeighborsRegressor,2,1,5,-1,76,9,16.025581043161672,12.791792006339795
False,KNeighborsRegressor,2,1,5,-1,78,9,3.9831889181494655,3.3865973597694663
False,KNeighborsRegressor,2,1,5,-1,80,9,5.854469656305937,5.3744163050395555
False,KNeighborsRegressor,2,1,5,-1,82,9,9.40535560131469,7.652021798853937
False,KNeighborsRegressor,2,1,5,-1,84,9,3.7363627856570774,3.6269982181599025
False,KNeighborsRegressor,2,1,5,-1,86,9,8.493215194747147,6.179300070624045
False,KNeighborsRegressor,2,1,5,-1,88,9,16.844334733982432,13.894572738550053
False,KNeighborsRegressor,2,1,5,-1,90,9,10.515153466306685,10.515153466306685
False,KNeighborsRegressor,2,1,5,-1,92,9,37.281639243521326,37.281639243521326
