is_val_error,reg,stepSize,lastKDays,kout,kin,time_ix,hy_ix,rmse,mae
False,SVR,2,1,0,-1,0,5,15.510229737799557,14.734187434778448
False,SVR,2,1,0,-1,2,5,20.03981412218482,12.168055889838362
False,SVR,2,1,0,-1,4,5,4.562407576148128,3.7128335828765895
False,SVR,2,1,0,-1,6,5,11.955585746536924,9.506321098258875
False,SVR,2,1,0,-1,8,5,4.06189670825647,3.3374087979417566
False,SVR,2,1,0,-1,10,5,5.009972063109935,4.559684235398377
False,SVR,2,1,0,-1,12,5,3.714666220423853,3.075511830324224
False,SVR,2,1,0,-1,14,5,7.544219115086493,6.8064837025898255
False,SVR,2,1,0,-1,16,5,4.391401708342997,3.898043149063182
False,SVR,2,1,0,-1,18,5,7.789188808828502,5.104925308943997
False,SVR,2,1,0,-1,20,5,16.193711420603297,13.897210293163573
False,SVR,2,1,0,-1,22,5,7.049165665552544,5.283687484392389
False,SVR,2,1,0,-1,24,5,4.21085326705317,3.5931120245890527
False,SVR,2,1,0,-1,26,5,2.8822185321217004,2.147676711510725
False,SVR,2,1,0,-1,28,5,11.039175394618718,7.698069036886335
False,SVR,2,1,0,-1,30,5,5.503724442877189,4.099128301141451
False,SVR,2,1,0,-1,32,5,5.269027666266708,4.686724780788553
False,SVR,2,1,0,-1,34,5,4.914298848264592,4.2979537061012225
False,SVR,2,1,0,-1,36,5,1.2883601629784582,0.9444254298126605
False,SVR,2,1,0,-1,38,5,1.3484744976341918,1.256643017941522
False,SVR,2,1,0,-1,40,5,5.304042419656387,5.006536354303249
False,SVR,2,1,0,-1,42,5,13.959400988222912,11.438548103767369
False,SVR,2,1,0,-1,44,5,9.498026374226848,7.72372685686539
False,SVR,2,1,0,-1,46,5,8.959080808224716,7.54545781869665
False,SVR,2,1,0,-1,48,5,10.679595590849656,9.477552574943147
False,SVR,2,1,0,-1,50,5,4.30274711249959,3.3866371860683913
False,SVR,2,1,0,-1,52,5,2.1992935370674673,1.7132133134769667
False,SVR,2,1,0,-1,54,5,11.650649886373413,7.168896110946783
False,SVR,2,1,0,-1,56,5,7.640056875734013,6.295764662933196
False,SVR,2,1,0,-1,58,5,7.973029005465807,5.633486104027548
False,SVR,2,1,0,-1,60,5,13.310825415804835,9.922256188021619
False,SVR,2,1,0,-1,62,5,10.944863971732461,9.940127165353216
False,SVR,2,1,0,-1,64,5,14.341326133193446,12.546648480603318
False,SVR,2,1,0,-1,66,5,17.225536378704245,11.920170086771707
False,SVR,2,1,0,-1,68,5,20.867796856054568,10.492308509808508
False,SVR,2,1,0,-1,70,5,9.79169859129884,5.775688434782399
False,SVR,2,1,0,-1,72,5,36.3319860859002,17.046143872607313
False,SVR,2,1,0,-1,74,5,11.69727047262386,11.316856451339472
False,SVR,2,1,0,-1,76,5,15.7841309377048,12.404636288102651
False,SVR,2,1,0,-1,78,5,3.9805751319946223,2.921231561278938
False,SVR,2,1,0,-1,80,5,2.9367005935383967,2.5564665233311614
False,SVR,2,1,0,-1,82,5,15.402109440882496,12.357866410195896
False,SVR,2,1,0,-1,84,5,10.186365408491545,6.376039039391723
False,SVR,2,1,0,-1,86,5,17.132057975800826,14.480329337644832
False,SVR,2,1,0,-1,88,5,16.322634494193114,13.288436371400232
False,SVR,2,1,0,-1,90,5,8.917578221851315,8.917578221851315
False,SVR,2,1,0,-1,92,5,12.997501425944755,12.997501425944755
False,SVR,2,1,0,-1,94,5,6.226278609447952,6.226278609447952
False,SVR,2,1,0,-1,96,5,5.172385616017022,4.57811024662355
False,SVR,2,1,0,-1,98,5,4.0323562757453475,3.6353322512902753
False,SVR,2,1,0,-1,100,5,2.3821131998963656,2.0033637866110263
False,SVR,2,1,0,-1,102,5,5.901777573606264,5.1791546878958865
False,SVR,2,1,0,-1,104,5,6.98067038808022,5.737351182519862
False,SVR,2,1,0,-1,106,5,6.7699258270053155,5.416768328650236
False,SVR,2,1,0,-1,108,5,6.812749529755421,5.449751235044698
False,SVR,2,1,0,-1,110,5,4.0092258143373884,3.7200728946849466
False,SVR,2,1,0,-1,112,5,4.984828464593188,3.769456982992512
False,SVR,2,1,0,-1,114,5,4.081388435152053,3.714488347404201
False,SVR,2,1,0,-1,116,5,7.953236952408787,6.743390256670305
False,SVR,2,1,0,-1,118,5,20.295431019582903,16.495418864492716
False,SVR,2,1,0,-1,120,5,12.110590568411281,10.48908816310002
False,SVR,2,1,0,-1,122,5,2.715022171307468,2.3619202273519355
False,SVR,2,1,0,-1,124,5,5.308637010770719,4.851203894883376
False,SVR,2,1,0,-1,126,5,9.919940503862007,9.047450237244751
False,SVR,2,1,0,-1,128,5,8.56826346310527,5.215921316818399
