is_val_error,reg,stepSize,lastKDays,kout,kin,time_ix,hy_ix,rmse,mae
True,KNeighborsRegressor,2,50,0,0,29,0,21.64889585780088,15.721651295564333
True,KNeighborsRegressor,2,50,0,0,29,1,24.118819960428176,16.48943014711538
True,KNeighborsRegressor,2,50,0,0,29,2,21.12702975911296,14.60620758534561
True,KNeighborsRegressor,2,50,0,0,29,3,19.056153211596918,13.578410406370375
True,KNeighborsRegressor,2,50,0,0,29,4,20.67976695049793,14.716454676948537
True,KNeighborsRegressor,2,50,0,0,29,5,20.581611599612778,14.972964966889302
True,KNeighborsRegressor,2,50,0,0,29,6,20.97248474565191,15.389606073323689
True,KNeighborsRegressor,2,50,0,0,29,7,20.7168459713527,15.60793603645621
True,KNeighborsRegressor,2,50,0,0,29,8,20.109676388769685,15.643203274574246
True,KNeighborsRegressor,2,50,0,0,29,9,19.59408509057722,15.55496656521855
True,KNeighborsRegressor,2,50,0,0,31,0,27.69323309280047,21.85244698538177
True,KNeighborsRegressor,2,50,0,0,31,1,20.68154554962793,17.116637595794572
True,KNeighborsRegressor,2,50,0,0,31,2,23.840240707441303,19.275412685168224
True,KNeighborsRegressor,2,50,0,0,31,3,30.413496726419616,23.187012768976285
True,KNeighborsRegressor,2,50,0,0,31,4,29.546018011220635,22.45871815836036
True,KNeighborsRegressor,2,50,0,0,31,5,32.06798848667799,23.304242751176556
True,KNeighborsRegressor,2,50,0,0,31,6,33.10531504422585,24.208906968255206
True,KNeighborsRegressor,2,50,0,0,31,7,31.977711903497212,23.830437525104003
True,KNeighborsRegressor,2,50,0,0,31,8,32.031033974060335,24.109359512750242
True,KNeighborsRegressor,2,50,0,0,31,9,32.99351306705381,25.031183710311172
True,KNeighborsRegressor,2,50,0,0,33,0,22.393300775597456,18.70654222640678
True,KNeighborsRegressor,2,50,0,0,33,1,14.917290332902342,10.42315109398279
True,KNeighborsRegressor,2,50,0,0,33,2,19.28816402659657,15.981458274353002
True,KNeighborsRegressor,2,50,0,0,33,3,22.269155512721177,17.34449173298219
True,KNeighborsRegressor,2,50,0,0,33,4,22.051587981405483,17.570823237724397
True,KNeighborsRegressor,2,50,0,0,33,5,21.254396076444806,15.878204249375736
True,KNeighborsRegressor,2,50,0,0,33,6,19.685165341646364,16.25099757702131
True,KNeighborsRegressor,2,50,0,0,33,7,19.221885794323384,16.610524614197736
True,KNeighborsRegressor,2,50,0,0,33,8,18.0127349909064,15.49020711875017
True,KNeighborsRegressor,2,50,0,0,33,9,18.239413013661846,15.644357190160447
True,KNeighborsRegressor,2,50,0,0,35,0,12.268684800994176,7.638677185387709
True,KNeighborsRegressor,2,50,0,0,35,1,17.714385505917882,12.677666699468048
True,KNeighborsRegressor,2,50,0,0,35,2,12.19418622906653,7.618018723021563
True,KNeighborsRegressor,2,50,0,0,35,3,13.369781422284738,7.7706468229976595
True,KNeighborsRegressor,2,50,0,0,35,4,11.142678877338,7.376243113547667
True,KNeighborsRegressor,2,50,0,0,35,5,10.878032247560062,7.558661558690308
True,KNeighborsRegressor,2,50,0,0,35,6,11.85320928703351,7.588786284157454
True,KNeighborsRegressor,2,50,0,0,35,7,12.874723597477901,7.911631845101251
True,KNeighborsRegressor,2,50,0,0,35,8,12.168258584777355,8.069373007524488
True,KNeighborsRegressor,2,50,0,0,35,9,12.607155147693462,8.041505866118715
True,KNeighborsRegressor,2,50,0,0,37,0,17.456030276298595,12.696749325553673
True,KNeighborsRegressor,2,50,0,0,37,1,10.713312168013193,8.408821611111852
True,KNeighborsRegressor,2,50,0,0,37,2,14.183309134921362,10.4960788988056
True,KNeighborsRegressor,2,50,0,0,37,3,15.908977774139462,12.273690027439264
True,KNeighborsRegressor,2,50,0,0,37,4,17.24899009029343,12.872376309564038
True,KNeighborsRegressor,2,50,0,0,37,5,18.763171940656786,13.367512089147652
True,KNeighborsRegressor,2,50,0,0,37,6,20.06693147496329,14.707226314800048
True,KNeighborsRegressor,2,50,0,0,37,7,19.13124050333644,13.612210324651414
True,KNeighborsRegressor,2,50,0,0,37,8,18.717428939097264,13.757772799856417
True,KNeighborsRegressor,2,50,0,0,37,9,20.18961488500494,15.074085727958426
True,KNeighborsRegressor,2,50,0,0,39,0,13.491711735762744,12.279170938710413
True,KNeighborsRegressor,2,50,0,0,39,1,16.16609042186239,13.841429540971083
True,KNeighborsRegressor,2,50,0,0,39,2,12.4712349035182,11.563734916985645
True,KNeighborsRegressor,2,50,0,0,39,3,11.420127980956845,10.300059654701442
True,KNeighborsRegressor,2,50,0,0,39,4,11.494210951693905,9.730417868978897
True,KNeighborsRegressor,2,50,0,0,39,5,9.924497613257973,7.917789429120464
True,KNeighborsRegressor,2,50,0,0,39,6,10.932911740709914,8.058240069440952
True,KNeighborsRegressor,2,50,0,0,39,7,9.99590257641539,7.399314814226172
True,KNeighborsRegressor,2,50,0,0,39,8,9.8910313906051,7.811546312187669
True,KNeighborsRegressor,2,50,0,0,39,9,10.483058386543219,7.998568279308756
True,KNeighborsRegressor,2,50,0,0,41,0,14.775218440267208,12.021410414939156
True,KNeighborsRegressor,2,50,0,0,41,1,5.518167152415003,5.078768966281886
True,KNeighborsRegressor,2,50,0,0,41,2,10.869459379826738,8.815962358442663
True,KNeighborsRegressor,2,50,0,0,41,3,17.796280576367536,14.798242277838161
True,KNeighborsRegressor,2,50,0,0,41,4,16.276091775552313,14.044647830318292
True,KNeighborsRegressor,2,50,0,0,41,5,16.858177919838408,14.838569334465307
True,KNeighborsRegressor,2,50,0,0,41,6,15.683236236440274,14.002420507954291
True,KNeighborsRegressor,2,50,0,0,41,7,16.71357286899741,14.8093925233538
True,KNeighborsRegressor,2,50,0,0,41,8,16.7661849407144,15.379643728578785
True,KNeighborsRegressor,2,50,0,0,41,9,18.065017697383265,16.95356702715586
True,KNeighborsRegressor,2,50,0,0,43,0,27.898386231315445,16.89971009264487
True,KNeighborsRegressor,2,50,0,0,43,1,30.601448151488352,18.8655942732686
True,KNeighborsRegressor,2,50,0,0,43,2,27.9602433185939,17.05796729203315
True,KNeighborsRegressor,2,50,0,0,43,3,25.998926518234047,15.580037242748324
True,KNeighborsRegressor,2,50,0,0,43,4,27.34115820723574,16.25741778085351
True,KNeighborsRegressor,2,50,0,0,43,5,29.30131862048688,18.853442067365698
True,KNeighborsRegressor,2,50,0,0,43,6,30.31805392133476,20.485487452479703
True,KNeighborsRegressor,2,50,0,0,43,7,28.543100368661428,20.21937916127154
True,KNeighborsRegressor,2,50,0,0,43,8,26.98570368961666,19.5401549598466
True,KNeighborsRegressor,2,50,0,0,43,9,26.664288221523748,18.850637437174917
True,KNeighborsRegressor,2,50,0,0,45,0,54.59771232592672,36.46850814041031
True,KNeighborsRegressor,2,50,0,0,45,1,51.44124982792028,36.78062011053606
True,KNeighborsRegressor,2,50,0,0,45,2,46.96443709582836,32.792919453050494
True,KNeighborsRegressor,2,50,0,0,45,3,40.43064918343377,29.33860823831512
True,KNeighborsRegressor,2,50,0,0,45,4,39.65537793405898,29.321589424761726
