,K,I,KNN,GP
0.75,"{0: 4.288134452376666, 1: 22.629828441945204, 2: 6.416726818961473, 3: 7.464740027443068, 4: 11.53569215358698, 5: 12.841081930588139}","{0: 5.650667313178608, 1: 20.523442240021843, 2: 7.56564020676633, 3: 7.8615332535385845, 4: 11.16860598540499, 5: 10.74502712028024}","{0: 4.004043338751504, 1: 19.182626994335955, 2: 7.839183532180624, 3: 5.212695673832799, 4: 13.026162008792843, 5: 10.253088639020495}","{0: 7.09700336319072, 1: 22.528819168548555, 2: 6.224288362634864, 3: 7.7724847186082, 4: 12.068914809469721, 5: 13.526338639512511}"
0.7527472527472527,"{0: 5.120942469355575, 1: 16.982350636690004, 2: 7.231417793561781, 3: 8.499190051622373, 4: 10.31612584821674, 5: 9.719707610817853}","{0: 7.5758069422928145, 1: 15.85111044989696, 2: 5.778885110155496, 3: 7.789155776014278, 4: 10.333632900279365, 5: 2.7036580647054733}","{0: 6.5485170416993705, 1: 14.973531815524733, 2: 7.720602904836858, 3: 3.494925950472744, 4: 10.78455355720075, 5: 4.212450775474052}","{0: 7.059473474093375, 1: 17.061043914309426, 2: 8.465447035202855, 3: 8.838112188577824, 4: 9.66794775270136, 5: 12.551682824619467}"
0.7554945054945055,"{0: 9.786208037720819, 1: 52.35062548672783, 2: 5.7444210856511795, 3: 4.6281506364275735, 4: 2.6349649830138384, 5: 17.69953846635811}","{0: 10.253556201861329, 1: 63.766226544998375, 2: 8.120733574518601, 3: 4.507920749622507, 4: 4.375870268479631, 5: 18.33059940228652}","{0: 3.4108330580967654, 1: 62.73000388447046, 2: 7.614852756967012, 3: 2.121971940836039, 4: 3.3163048844187633, 5: 21.079507869164615}","{0: 19.026292070939164, 1: 56.33490012476591, 2: 8.566071676107704, 3: 4.5655692132679055, 4: 31.347862144685557, 5: 26.82479013526057}"
0.7582417582417582,"{0: 53.5025125169473, 1: 83.15568684714526, 2: 36.49963688489825, 3: 49.87338130716572, 4: 61.98316660706766, 5: 57.24931870403407}","{0: 34.84663998867921, 1: 63.223461651799575, 2: 42.05327542041121, 3: 47.309209559637395, 4: 55.062694751184736, 5: 38.500143292415515}","{0: 42.03391718993284, 1: 61.29006672682078, 2: 45.02415078702056, 3: 37.40927067233389, 4: 51.024148263248236, 5: 44.90777268529053}","{0: 44.50680880717326, 1: 80.20786602730192, 2: 21.90386360337213, 3: 52.534767645752446, 4: 53.82050381136971, 5: 46.174350794538455}"
0.760989010989011,"{0: 58.613650246453965, 1: 92.39266438400621, 2: 50.226210623930065, 3: 63.42632266615123, 4: 83.91331656175193, 5: 77.94492878979122}","{0: 48.51070588164766, 1: 62.60352837853784, 2: 42.999436332913824, 3: 53.498389378895325, 4: 78.52784069046221, 5: 39.81906448009437}","{0: 55.413519370798184, 1: 64.8209307867997, 2: 51.84469014511564, 3: 42.2931443783374, 4: 76.25480705834826, 5: 48.9911738953244}","{0: 65.68825093198308, 1: 88.67437264428779, 2: 47.69488461135312, 3: 64.22405277081221, 4: 78.06183007386899, 5: 20.959330604999955}"
0.7637362637362637,"{0: 17.83745709480753, 1: 33.58529353654368, 2: 18.81360012351795, 3: 16.933288244686644, 4: 17.148938247895675, 5: 17.88448316328373}","{0: 23.71811790302798, 1: 36.208461400416944, 2: 8.161155868609796, 3: 11.200264600757961, 4: 14.390581299164733, 5: 13.729411791279261}","{0: 20.85117379899596, 1: 33.92363921081307, 2: 11.133778216007302, 3: 13.53720826707333, 4: 16.264179101016158, 5: 12.353260826347586}","{0: 24.698857167610562, 1: 37.25675849890029, 2: 28.57714647326197, 3: 19.895103990516503, 4: 22.778478043198856, 5: 23.686073533254724}"
0.7664835164835165,"{0: 2.389824409513508, 1: 5.053506945826842, 2: 1.7625428550437106, 3: 1.4730323237423615, 4: 1.8110814101861048, 5: 2.2746226971647916}","{0: 2.315023958131266, 1: 5.459051675047574, 2: 1.9883181588498693, 3: 1.1700008758734612, 4: 1.8311740655041628, 5: 1.611274197348654}","{0: 2.084367469365914, 1: 5.523704145516843, 2: 2.4856491533624046, 3: 1.7311626904051642, 4: 2.1644445855237344, 5: 2.0651540817771745}","{0: 1.9010249924602736, 1: 6.432712648856361, 2: 2.587124424952875, 3: 1.5243920409564975, 4: 2.430633219029159, 5: 2.8807134668907786}"
0.7692307692307693,"{0: 4.8861014507835305, 1: 19.02417639204132, 2: 10.893148656934507, 3: 8.070855067968322, 4: 7.9806928453109505, 5: 8.794647798085508}","{0: 6.837501307721401, 1: 21.713676320407668, 2: 8.578844166377483, 3: 7.193780803971253, 4: 6.815298486389406, 5: 7.31085852483471}","{0: 5.813594307062085, 1: 20.666838196781573, 2: 8.735300927315965, 3: 7.06389057288688, 4: 6.653923340783182, 5: 6.898231720148196}","{0: 5.957867746083201, 1: 20.697627020026225, 2: 12.178286701819173, 3: 8.46380215938014, 4: 7.439326531396188, 5: 8.768034858030422}"
0.771978021978022,"{0: 56.055873568805325, 1: 85.66593930396148, 2: 59.95778004460589, 3: 69.74943285113058, 4: 66.71334281242557, 5: 65.81841127997858}","{0: 56.705645167979725, 1: 75.01895837857289, 2: 45.7638758815767, 3: 57.2627226514202, 4: 58.368796071611555, 5: 47.51911711253741}","{0: 56.82324154299044, 1: 75.89920778302428, 2: 52.13274434896677, 3: 53.25784980914264, 4: 52.17358808151785, 5: 49.76785239544492}","{0: 45.74713132482964, 1: 90.35949960157396, 2: 60.030276454066154, 3: 63.88573311005977, 4: 58.9914166298885, 5: 73.83962740039517}"
0.7747252747252747,"{0: 16.65680063514209, 1: 20.66354146882285, 2: 14.738459070014164, 3: 14.331071895367199, 4: 16.72220942776454, 5: 18.280232637098894}","{0: 16.101663950184673, 1: 13.398796362090634, 2: 9.94012437614803, 3: 12.571165881318692, 4: 15.816416818734217, 5: 6.927978192744812}","{0: 15.840712934441555, 1: 11.531601497510568, 2: 11.96959062104246, 3: 8.07952385250516, 4: 15.184588770954438, 5: 8.723830008691987}","{0: 15.435541319491845, 1: 26.11164545709556, 2: 15.913634407308193, 3: 14.007512430045974, 4: 15.626625551798147, 5: 23.918715033280407}"
0.7774725274725275,"{0: 3.906423215543694, 1: 8.040250289020996, 2: 4.699742138996147, 3: 1.9851918242231377, 4: 3.607232149803848, 5: 2.2096601154675253}","{0: 5.232494029805125, 1: 10.391742327666126, 2: 6.951398008441151, 3: 1.835215283658947, 4: 2.1149083926417798, 5: 4.110794484373225}","{0: 4.369234138877299, 1: 9.852493425160914, 2: 6.41213382590594, 3: 2.2776161671980533, 4: 2.120196077508941, 5: 2.285749613279196}","{0: 4.649195879222097, 1: 5.939724305266524, 2: 4.00280239362616, 3: 1.8869393517554214, 4: 3.489287422619656, 5: 3.6906309014502963}"
0.7802197802197802,"{0: 41.480689406058914, 1: 66.91140225964074, 2: 43.85489482850617, 3: 43.0463664946999, 4: 49.12399311685618, 5: 46.71122132209806}","{0: 37.285529562038036, 1: 54.95255444194167, 2: 39.16171015835184, 3: 36.11845208048265, 4: 42.59417690741983, 5: 30.26626162192604}","{0: 39.17640527433445, 1: 60.424996350329465, 2: 43.239720320843205, 3: 35.9304954437541, 4: 40.120794004104155, 5: 34.91769032993656}","{0: 33.5609931247679, 1: 66.22369302173593, 2: 37.26915783717339, 3: 34.51445097263011, 4: 45.234841852269014, 5: 43.576850604838306}"
0.782967032967033,"{0: 67.81565869178375, 1: 127.60059850779965, 2: 65.58527592240699, 3: 67.57530242095635, 4: 73.62486890694416, 5: 89.28298839859826}","{0: 60.44199238465351, 1: 91.67508410516312, 2: 53.053981330847634, 3: 55.514233855771415, 4: 69.06671371164718, 5: 47.402962709103036}","{0: 63.328586066479794, 1: 95.46532958860057, 2: 61.31857864694439, 3: 43.075939126427826, 4: 73.96084434240319, 5: 54.33777854130576}","{0: 73.17142350398774, 1: 60.681057531359286, 2: 72.28847426233268, 3: 40.17506736206138, 4: 82.45064220689069, 5: 94.69087615283611}"
0.7857142857142857,"{0: 41.34160658093362, 1: 67.19132271798917, 2: 36.352763526991616, 3: 46.81660466554536, 4: 47.57447123368232, 5: 49.43603169292286}","{0: 36.70999559000819, 1: 48.3972949795574, 2: 29.432698531940375, 3: 40.88071790492106, 4: 44.83667293474249, 5: 24.908630999392486}","{0: 38.267396437235824, 1: 48.64386876051478, 2: 33.11027772716376, 3: 32.44062190888423, 4: 42.16647313774377, 5: 29.715656238923096}","{0: 43.67568303413798, 1: 64.50070186362169, 2: 36.856051836943415, 3: 46.733689569591654, 4: 45.65989295213693, 5: 54.279466476676824}"
0.7884615384615384,"{0: 8.449583928757644, 1: 17.819291814860193, 2: 7.576530524358869, 3: 4.678790516195373, 4: 5.3337114727155726, 5: 3.16204816426889}","{0: 4.131053913752991, 1: 18.71339515115873, 2: 7.812043708240208, 3: 4.295525267616477, 4: 5.5465999720825305, 5: 4.946640514441517}","{0: 5.70600011662978, 1: 17.656612178945927, 2: 8.812427695037595, 3: 3.8028240554445283, 4: 7.158466944739979, 5: 3.54973670827059}","{0: 7.155967826867778, 1: 15.811680288496124, 2: 7.765779432189004, 3: 4.687136410152775, 4: 7.742717739440417, 5: 5.690122437524732}"
0.7912087912087912,"{0: 17.20905592297519, 1: 52.76665478940853, 2: 18.61853151461557, 3: 24.613275124260678, 4: 32.11534776381801, 5: 29.999875789675116}","{0: 20.138416367879582, 1: 50.83097929015084, 2: 20.788931888817277, 3: 22.904207648194504, 4: 27.624528082872303, 5: 22.40134567187111}","{0: 20.604022592590006, 1: 52.930304211525254, 2: 23.554904576605782, 3: 20.816088144961714, 4: 28.870251227706945, 5: 23.172981428536207}","{0: 15.662926369868893, 1: 54.93423808116092, 2: 23.18582293513099, 3: 25.66263116994028, 4: 35.258129365289676, 5: 42.51477295640974}"
0.7939560439560439,"{0: 57.42759056581003, 1: 102.52623208354126, 2: 61.192841494311665, 3: 68.08459081837566, 4: 83.01574749205184, 5: 77.634691015304}","{0: 50.29167937696824, 1: 85.05339971013986, 2: 54.22224221360001, 3: 63.7283674857866, 4: 78.33054806735234, 5: 62.75529589371222}","{0: 60.74423147645058, 1: 94.87034255350372, 2: 62.29252349063882, 3: 61.63354145035773, 4: 77.47525926778889, 5: 71.96200679617128}","{0: 61.19306282155857, 1: 103.96157847769457, 2: 60.554898458748546, 3: 64.64845256295797, 4: 80.76237432791955, 5: 67.71555628174036}"
0.7967032967032966,"{0: 32.9866356880645, 1: 49.703374132553094, 2: 48.800675078437166, 3: 32.89390487153037, 4: 32.192118593013994, 5: 25.19318244842348}","{0: 35.191662805086146, 1: 41.575107446719684, 2: 51.39991542272533, 3: 21.051635239835697, 4: 27.878904528351388, 5: 21.776167692271585}","{0: 33.47554960622595, 1: 42.560256267513005, 2: 49.69945095198762, 3: 24.494979424633797, 4: 34.19308779446986, 5: 22.92605349012091}","{0: 43.86694345929069, 1: 50.85414592180883, 2: 42.60371201989544, 3: 25.632426728077885, 4: 28.687300356462742, 5: 21.908213725458424}"
0.7994505494505495,"{0: 24.800245847979998, 1: 51.658812355553216, 2: 39.527728831078086, 3: 26.804804208288164, 4: 19.330403640191445, 5: 24.591233260369187}","{0: 20.443707205947156, 1: 51.6515271788905, 2: 43.983058445748625, 3: 25.792007331419946, 4: 17.41919052839866, 5: 23.579911822620662}","{0: 20.040821509873147, 1: 51.57162621194852, 2: 42.11544890320949, 3: 21.865101971903865, 4: 20.95132586559087, 5: 24.93188938952051}","{0: 16.422142779999657, 1: 51.963553580802746, 2: 55.39607914578082, 3: 24.152605113238533, 4: 15.436298271321919, 5: 26.1126995125717}"
0.8021978021978022,"{0: 26.395979461556234, 1: 95.76955553942871, 2: 11.09493324758507, 3: 6.679490957682672, 4: 4.2238911556101835, 5: 24.327074132293575}","{0: 3.8728121573597263, 1: 98.2974527368201, 2: 10.463977648202114, 3: 7.284338562157913, 4: 5.9420242055898, 5: 15.226863933980171}","{0: 11.444626809571236, 1: 98.21611066530116, 2: 10.817822243838167, 3: 3.9967054798297488, 4: 5.204877711657861, 5: 22.889275351388534}","{0: 68.02097730969248, 1: 96.4864697540142, 2: 10.43533806899544, 3: 20.681956989303682, 4: 9.546810851388663, 5: 29.356472850381888}"
0.8049450549450551,"{0: 53.79133376587258, 1: 124.85521108294965, 2: 125.25001071773468, 3: 54.900270301118226, 4: 31.86744634623631, 5: 82.00249698274355}","{0: 28.999529058745352, 1: 110.64750209378751, 2: 80.80525791006666, 3: 51.01767406628563, 4: 38.462400707090964, 5: 80.42262617940055}","{0: 53.26539606250453, 1: 109.65446689056263, 2: 83.99308359361373, 3: 51.21830546606179, 4: 50.51885496317314, 5: 94.27652692376074}","{0: 16.9883413507162, 1: 124.95263011681729, 2: 76.80186361565052, 3: 63.26190437599814, 4: 43.99517360844586, 5: 73.33943734899606}"
0.8076923076923077,"{0: 54.891893454474335, 1: 37.16969532901457, 2: 50.36168087337952, 3: 11.128102123357401, 4: 20.284525930866078, 5: 31.530336306972778}","{0: 52.393190279920745, 1: 38.76664082692091, 2: 49.490795903438496, 3: 11.519407454851944, 4: 17.14535633536527, 5: 31.52418398993303}","{0: 58.70924073757302, 1: 39.606041127239465, 2: 54.11689598599214, 3: 11.025907578846606, 4: 22.142173290085598, 5: 31.64742105869695}","{0: 54.92491760945776, 1: 39.71634342987668, 2: 47.720069317996746, 3: 18.608853516176808, 4: 23.907129625319175, 5: 35.19999833801573}"
0.8104395604395604,"{0: 24.293887345229866, 1: 16.902881464648356, 2: 15.170898129770332, 3: 9.051122745537311, 4: 8.841939884547202, 5: 8.169878841558496}","{0: 29.00804914878807, 1: 24.182261953444026, 2: 19.125474793153398, 3: 8.16693071101543, 4: 5.119542272545553, 5: 13.530567154471402}","{0: 25.80739800842893, 1: 22.821120884122774, 2: 18.774597822422933, 3: 8.631951134798959, 4: 6.391993725869966, 5: 8.83708849800106}","{0: 27.05906651787067, 1: 24.23311753716563, 2: 20.312865046879118, 3: 9.424108871669674, 4: 9.630358316779065, 5: 6.729258905571915}"
0.8131868131868132,"{0: 27.997713060112876, 1: 48.37723784690557, 2: 27.889470253944438, 3: 38.73450450376234, 4: 39.148789601458496, 5: 47.78282322018797}","{0: 26.425526260245224, 1: 48.87476469451918, 2: 22.80644001917182, 3: 34.129338825067286, 4: 32.99460668488715, 5: 44.43926569047743}","{0: 28.48670175410091, 1: 51.79759619487354, 2: 27.486298723238384, 3: 40.7155853467153, 4: 32.561075771614334, 5: 46.98394621044169}","{0: 30.763804310017353, 1: 43.59877663439429, 2: 27.59914988611602, 3: 41.31375700144199, 4: 44.99086586307831, 5: 38.579389166057965}"
0.8159340659340659,"{0: 7.928359136339998, 1: 4.629022460213468, 2: 4.84217571237941, 3: 6.1116508044708455, 4: 6.517483593730181, 5: 5.502810451546819}","{0: 7.255979606847935, 1: 6.701408939249314, 2: 7.27207106663033, 3: 5.730743570523556, 4: 6.460352175222316, 5: 3.977375810389992}","{0: 7.7658263781032995, 1: 7.010650277008641, 2: 7.89295089121971, 3: 6.09830440783806, 4: 8.404214614586802, 5: 4.234291007692609}","{0: 8.624220351517785, 1: 5.334256236074953, 2: 6.660189508651959, 3: 7.2262246573854725, 4: 6.842694238724619, 5: 6.791956975372983}"
0.8186813186813187,"{0: 6.281275145949537, 1: 17.882370911883363, 2: 10.296485264550103, 3: 13.018968777242176, 4: 13.292978228848794, 5: 19.831275860017602}","{0: 13.054904582609176, 1: 21.52809488403985, 2: 13.94230578160117, 3: 13.911851681202585, 4: 12.959506752121243, 5: 20.56455089880319}","{0: 9.760838899190304, 1: 21.126962783508706, 2: 13.63157563745174, 3: 13.15586617745541, 4: 9.313936720825188, 5: 20.211047387198974}","{0: 7.003747373691466, 1: 19.33590066250523, 2: 10.11070099945953, 3: 17.15498532247327, 4: 12.053362522814437, 5: 20.822698233286697}"
0.8214285714285714,"{0: 8.905922035116172, 1: 24.2461938604791, 2: 11.670660730628095, 3: 12.757116566255798, 4: 15.394260540331693, 5: 14.053920080021864}","{0: 18.21992287129534, 1: 29.257430988587622, 2: 18.73070067066698, 3: 13.905204701110423, 4: 13.860976134300252, 5: 19.105519066208522}","{0: 15.12209982653138, 1: 32.41028864506739, 2: 19.088692329041795, 3: 17.567229447918727, 4: 14.631809037588221, 5: 16.48570962138662}","{0: 14.825645817722943, 1: 27.19062336895454, 2: 17.068526821782086, 3: 17.51891675916939, 4: 16.400412372592864, 5: 32.350583208015905}"
0.8241758241758241,"{0: 8.718253971940227, 1: 88.60989359481385, 2: 11.82091811296265, 3: 63.12229086917775, 4: 69.50334407937433, 5: 8.702008293682098}","{0: 5.207760937751549, 1: 51.03292322625425, 2: 8.196624365283373, 3: 61.61047498680032, 4: 69.01223704328298, 5: 21.697435177925747}","{0: 11.39594012471848, 1: 36.08190742857883, 2: 18.699398060332825, 3: 21.279210832871733, 4: 68.01597567351658, 5: 20.585001444061522}","{0: 6.5604688503012625, 1: 28.974461231777966, 2: 7.632702341880623, 3: 67.9601804760985, 4: 67.7828430548236, 5: 20.49477506019624}"
0.8269230769230769,"{0: 8.213359306109444, 1: 21.168845298837386, 2: 8.320724835138824, 3: 15.119081599076742, 4: 16.585251603844405, 5: 18.41311896567765}","{0: 8.99968386978133, 1: 13.253663441341583, 2: 5.353193169090381, 3: 14.458881691030438, 4: 16.44352570940298, 5: 6.323178604322849}","{0: 9.433773456307065, 1: 10.649317792726427, 2: 7.001041970258154, 3: 5.504350161387396, 4: 16.59578805841276, 5: 6.318699984937841}","{0: 14.046344370880115, 1: 28.16243116199513, 2: 16.66078399171592, 3: 15.48990641753247, 4: 16.576579196531302, 5: 16.33336056381688}"
0.8296703296703297,"{0: 5.403141447277564, 1: 6.286418472485662, 2: 3.1868017338756935, 3: 7.215420640673226, 4: 4.415130330795395, 5: 4.567657555592939}","{0: 5.666705908842239, 1: 5.9475745727878255, 2: 2.8746852814630994, 3: 7.020832132008212, 4: 3.6877276529914753, 5: 4.58362939601464}","{0: 5.724259495900411, 1: 5.949317259765091, 2: 2.9969215267341984, 3: 7.388923698052231, 4: 4.925659047815523, 5: 5.112195716017337}","{0: 6.391683631200747, 1: 5.245930305497264, 2: 3.119174676732523, 3: 7.020758942525918, 4: 5.394812423452988, 5: 5.544548751474268}"
0.8324175824175825,"{0: 15.298650623650133, 1: 47.84784052941737, 2: 16.670712247529952, 3: 30.20348051522863, 4: 9.24170486775752, 5: 47.38056124876621}","{0: 20.26216640814453, 1: 58.96553795333306, 2: 16.160171248468593, 3: 30.45646556571424, 4: 9.723128758004368, 5: 54.964463755896944}","{0: 19.64196985360581, 1: 61.15498828315143, 2: 15.71355964462216, 3: 32.091675122723494, 4: 14.778799149304389, 5: 52.72041269698724}","{0: 15.895602737723257, 1: 37.14356295123865, 2: 34.59292027004983, 3: 27.983784152631895, 4: 11.07895066969285, 5: 68.50557365922276}"
0.8351648351648352,"{0: 26.892355563423482, 1: 46.743220654272065, 2: 33.725681880082355, 3: 30.588503718098313, 4: 28.29867697394129, 5: 42.34325113833739}","{0: 35.165109772519564, 1: 46.93849238496968, 2: 21.10508286699624, 3: 26.11440090636278, 4: 26.869894979297232, 5: 26.144651460839334}","{0: 30.835773567725877, 1: 47.56243231975522, 2: 23.628008659425298, 3: 21.813665298680554, 4: 28.506815592707397, 5: 30.887110702922477}","{0: 31.34527562723087, 1: 62.46257196388484, 2: 53.83721131760401, 3: 28.57936779038972, 4: 28.26161487614196, 5: 38.16536450217631}"
0.8379120879120879,"{0: 30.466574541767798, 1: 53.99905029460065, 2: 34.33171410479141, 3: 35.67214947652843, 4: 39.0217763976151, 5: 41.11257178671555}","{0: 27.16816190909341, 1: 42.52906268277998, 2: 28.34873862090859, 3: 29.149795367707902, 4: 35.668040014780786, 5: 23.666834729350693}","{0: 31.234600670715064, 1: 45.58651167289028, 2: 32.78724748151682, 3: 27.466258550235164, 4: 37.33944734423142, 5: 28.611037009389918}","{0: 37.59518289475597, 1: 53.73155995991004, 2: 35.96183373672541, 3: 36.29961083274678, 4: 40.81306787827202, 5: 42.11259731608457}"
0.8406593406593407,"{0: 1.6392519145603215, 1: 1.309595886470083, 2: 1.3310361305985634, 3: 0.8429656966575558, 4: 1.0358364652858927, 5: 1.795085775794363}","{0: 1.7150955744963792, 1: 1.0682828504033166, 2: 1.4680976598826125, 3: 1.1491200182935732, 4: 0.9212510075323579, 5: 1.5944346299918428}","{0: 1.709374274613102, 1: 0.9291401332076606, 2: 1.1175908600664837, 3: 1.073574013725852, 4: 1.2623540944695086, 5: 1.6248284686406487}","{0: 1.8025489014590794, 1: 1.2565706839325337, 2: 1.3649439856482226, 3: 0.7776327298781051, 4: 1.0936364245343528, 5: 1.8199575979668958}"
0.8434065934065934,"{0: 4.461703390358901, 1: 10.11060852770066, 2: 6.467770380271763, 3: 6.6581861338592345, 4: 5.365124462956319, 5: 3.320411094981671}","{0: 7.170439531729324, 1: 9.274987960292341, 2: 5.754583699590052, 3: 6.5128022767591816, 4: 5.881108342040929, 5: 5.621238720611347}","{0: 5.984157000960594, 1: 7.93135091564619, 2: 6.075403145464173, 3: 4.133298944692846, 4: 5.454272843279742, 5: 6.010330598815622}","{0: 5.890407803198833, 1: 8.572166139816126, 2: 8.466284826490972, 3: 6.5016444579583, 4: 5.248135773119366, 5: 6.25059996446928}"
0.8461538461538461,"{0: 7.806793441039981, 1: 26.715384197764614, 2: 16.9063184883832, 3: 14.212680583204005, 4: 16.890466154525456, 5: 13.575652662189592}","{0: 16.229987916005513, 1: 34.219138310297204, 2: 20.88309535322543, 3: 15.444838240688904, 4: 13.033083812911443, 5: 15.999504133634522}","{0: 12.804004758461843, 1: 34.619625359359574, 2: 23.9383940992147, 3: 17.61450880357575, 4: 14.072157214281047, 5: 14.50021101106029}","{0: 8.36848217522088, 1: 30.56468741809531, 2: 20.487785362977387, 3: 15.47480626885501, 4: 20.203329346042267, 5: 13.950894528949156}"
0.8489010989010989,"{0: 23.731261441928744, 1: 34.38196581943579, 2: 13.629991086236474, 3: 15.065438869410212, 4: 17.309207723153907, 5: 14.09522455440417}","{0: 26.830246612823018, 1: 41.54322542984316, 2: 16.375121878453456, 3: 16.650542299400247, 4: 18.07428841070416, 5: 21.28335918602793}","{0: 23.803384124754366, 1: 39.17471666163519, 2: 16.712671326528366, 3: 16.613522747995177, 4: 20.164753579942126, 5: 14.67720171396828}","{0: 23.68861294572213, 1: 34.65356362918491, 2: 17.4429160968311, 3: 12.675690157565484, 4: 19.820934362768085, 5: 19.037232966766442}"
0.8516483516483516,"{0: 31.287032710967146, 1: 43.661108886822646, 2: 11.729445346073163, 3: 17.42085337247456, 4: 13.645109152474804, 5: 19.428198403853226}","{0: 30.033371553408475, 1: 43.787613886308506, 2: 15.130979645123778, 3: 20.224021184274058, 4: 14.419386559204787, 5: 12.012642260198753}","{0: 29.48313490834562, 1: 44.77948630901665, 2: 16.12177673903318, 3: 17.573139644815573, 4: 13.80144815467964, 5: 9.639356363259227}","{0: 30.323227816913807, 1: 46.22606570629041, 2: 24.750256388371984, 3: 21.32524078091563, 4: 17.79954137528039, 5: 22.257730706090335}"
0.8543956043956044,"{0: 28.33079261398756, 1: 49.08940721505987, 2: 19.635907153579854, 3: 32.714141549854034, 4: 35.50077669106513, 5: 31.848769638126193}","{0: 25.86565402285508, 1: 33.744279106551595, 2: 16.335730981172436, 3: 29.605685858886577, 4: 36.12047440638625, 5: 14.99710465868729}","{0: 25.579960704807814, 1: 33.99001003669865, 2: 21.14845393215931, 3: 21.105080871975463, 4: 33.77988206277245, 5: 18.90424364819358}","{0: 24.28569573604251, 1: 24.816405931056014, 2: 16.51067193401031, 3: 21.471894213001757, 4: 31.88226647750272, 5: 23.05517664122146}"
0.8571428571428571,"{0: 6.930037855469275, 1: 5.3374734175154375, 2: 6.394032887499077, 3: 3.4381858874520983, 4: 5.140191871179858, 5: 5.946900212264573}","{0: 6.715656365804045, 1: 3.715731671293719, 2: 5.794254411396057, 3: 3.888569783189258, 4: 4.594306926284087, 5: 2.657471046579492}","{0: 6.227536391469996, 1: 3.8041989482004315, 2: 6.283637338022866, 3: 1.923146036643767, 4: 4.611411624176131, 5: 3.1673554584450434}","{0: 6.389241649623006, 1: 7.061624803710734, 2: 6.5430567710294865, 3: 2.785170059977948, 4: 5.52686026182652, 5: 5.605658172092403}"
0.8598901098901099,"{0: 11.672787594637873, 1: 32.01701967713489, 2: 16.18893326917144, 3: 22.63485759287348, 4: 20.293592452254398, 5: 20.998629280762998}","{0: 16.243151682730456, 1: 27.354994227944175, 2: 12.174939478018153, 3: 20.786575528953673, 4: 20.17415616442433, 5: 13.11755342449211}","{0: 13.15406673366905, 1: 25.743900421695407, 2: 13.836246810349843, 3: 15.218806828417945, 4: 19.294313271773873, 5: 12.264009022617692}","{0: 14.832136705381, 1: 34.39047093906984, 2: 18.02483622621453, 3: 22.093239016534053, 4: 21.399462006454076, 5: 28.785028342043358}"
0.8626373626373627,"{0: 18.58433379645302, 1: 36.360376815900544, 2: 22.732721942320563, 3: 26.227045101054504, 4: 25.799093781558124, 5: 24.381343703342925}","{0: 17.601324663476912, 1: 31.022111280062408, 2: 19.073027708001703, 3: 22.966694435296944, 4: 23.295507085983004, 5: 14.419928170239862}","{0: 18.93954554948816, 1: 33.743024601300874, 2: 22.183382207093025, 3: 20.679868584700312, 4: 23.094828861667644, 5: 18.18734248460688}","{0: 20.300460377513232, 1: 37.485369118010304, 2: 22.961855448450407, 3: 26.23716859556034, 4: 27.138602030349077, 5: 29.778952040414175}"
0.8653846153846154,"{0: 19.924025055770073, 1: 32.67885921741011, 2: 20.151166870578333, 3: 18.005959691391396, 4: 20.365659789834773, 5: 16.857904283246825}","{0: 14.948933469778174, 1: 25.331703406021763, 2: 23.044910914268105, 3: 16.01017618061397, 4: 18.330570965443517, 5: 12.13383214086526}","{0: 17.610497332201724, 1: 27.019483457729628, 2: 24.030541320265705, 3: 14.01425442155912, 4: 19.42533869153392, 5: 13.381882903105344}","{0: 17.622332372321228, 1: 33.35607615959874, 2: 17.856416285938778, 3: 12.890489585436544, 4: 20.996266578879474, 5: 16.27428998275468}"
0.8681318681318682,"{0: 7.19765711956318, 1: 30.715976970813344, 2: 15.077531450811932, 3: 9.604533696555018, 4: 12.97642814870846, 5: 9.971434018343903}","{0: 12.758051013059998, 1: 31.677027175504687, 2: 13.056707583285501, 3: 9.673967502879757, 4: 11.549255932184973, 5: 8.57503962221175}","{0: 8.904010244241784, 1: 33.8979022658083, 2: 14.03569908105965, 3: 8.144508862375394, 4: 13.369242841380885, 5: 8.272141929624462}","{0: 9.966972616021186, 1: 31.789883912760818, 2: 11.073100950103802, 3: 12.468341674237779, 4: 15.145876326861487, 5: 21.774378068062898}"
0.8708791208791209,"{0: 14.276227490665804, 1: 10.241880677483834, 2: 9.684473119421819, 3: 4.338016879551253, 4: 4.8952247621831475, 5: 6.659960487926224}","{0: 13.726683090761542, 1: 12.597122097083878, 2: 9.400900024515366, 3: 4.500944963681826, 4: 5.281836150614335, 5: 3.7080418987782524}","{0: 11.835845876864271, 1: 10.61625457075663, 2: 9.589872550909913, 3: 4.295237599542399, 4: 6.252235968348409, 5: 4.728708780248064}","{0: 12.412345221072199, 1: 8.664507098282442, 2: 12.096587970120911, 3: 2.244755404349226, 4: 5.343349673732998, 5: 12.21991167798839}"
