,K,I,KNN,GP
0.11813186813186813,"{0: 23.869990445534423, 1: 26.27908335880207, 2: 18.76470254126056, 3: 22.58919745203435, 4: 23.660346136172347, 5: 27.63502777191476}","{0: 20.38906060772372, 1: 21.905381152288424, 2: 19.792955408130926, 3: 20.571121434503127, 4: 21.708014504524726, 5: 20.37383575037148}","{0: 27.16072881485429, 1: 28.86366953800211, 2: 25.159049323125373, 3: 24.681586474609592, 4: 25.29018241438217, 5: 23.729233436374813}","{0: 24.18939876625599, 1: 24.61936657548129, 2: 17.401876990691452, 3: 22.459698419446056, 4: 23.517961603526043, 5: 24.992425637473428}"
0.12087912087912088,"{0: 17.033901439763586, 1: 21.20204077421685, 2: 15.108886581542473, 3: 12.66830483893454, 4: 11.02084683980686, 5: 18.115074293354642}","{0: 16.673309674312616, 1: 9.619119922604161, 2: 10.729421161731194, 3: 10.221877299342198, 4: 9.391590983285916, 5: 9.402186756100493}","{0: 32.89057993805491, 1: 16.671668297697067, 2: 16.106206240888906, 3: 13.320049877892107, 4: 11.651935105572214, 5: 10.584856053387172}","{0: 17.111510300032233, 1: 31.73179060790279, 2: 13.150416291227236, 3: 9.822618671119576, 4: 10.72425301606401, 5: 17.60946522509947}"
0.12362637362637365,"{0: 40.94509262496786, 1: 43.68148106408304, 2: 17.125644986629933, 3: 27.832634426512872, 4: 25.67352179382082, 5: 34.87013206113053}","{0: 32.0370992633162, 1: 36.7579638780304, 2: 19.571381133366316, 3: 25.46573437610576, 4: 27.164078786819747, 5: 25.95520560199367}","{0: 45.66158684829834, 1: 39.485736476436564, 2: 27.113605994769262, 3: 34.195108565630704, 4: 37.0988008529535, 5: 35.74027614220085}","{0: 35.18033173167282, 1: 48.0319742405653, 2: 19.800566876073006, 3: 24.84526551054542, 4: 31.20902123392786, 5: 39.70751195827055}"
0.12637362637362634,"{0: 25.46455116094276, 1: 38.824539927948116, 2: 14.71882718914113, 3: 17.5938686916261, 4: 13.80572244076218, 5: 25.107785585321995}","{0: 24.181086902946717, 1: 31.013110971659994, 2: 15.907596912280985, 3: 16.986684786445934, 4: 16.80356590456289, 5: 24.20804064876438}","{0: 40.69101452615342, 1: 37.00962971436813, 2: 20.559877202277498, 3: 27.09360934558763, 4: 19.653251690904526, 5: 33.99963330037622}","{0: 28.795330124709874, 1: 42.875769635992754, 2: 8.357143046610394, 3: 16.8200064488861, 4: 14.320987443811445, 5: 17.681768430877657}"
0.12912087912087913,"{0: 58.566087751595944, 1: 36.06757219334251, 2: 14.819210207495521, 3: 19.16830062175898, 4: 20.278515851633372, 5: 26.762990251468647}","{0: 57.49629862182793, 1: 17.627066921729725, 2: 26.52261839078083, 3: 16.63981177300374, 4: 15.114709249779665, 5: 12.09392134002349}","{0: 113.11561379243008, 1: 29.970902329333214, 2: 36.523260515685294, 3: 21.667288143974986, 4: 14.64004162541847, 5: 23.73482859331393}","{0: 58.464876960935804, 1: 18.128802517940425, 2: 39.562598988185236, 3: 15.252467941884854, 4: 9.110784509553527, 5: 10.845058762002674}"
0.13186813186813187,"{0: 8.251393049880386, 1: 4.466649386415119, 2: 12.823710572949885, 3: 8.820685707179832, 4: 5.061948489509331, 5: 7.9151789932822965}","{0: 10.224653505802898, 1: 8.465996883274716, 2: 15.581591268760564, 3: 8.7789700423907, 4: 7.189552095156599, 5: 6.33989564267992}","{0: 11.901930155545887, 1: 11.093235169376435, 2: 18.712483446309285, 3: 12.673282543942893, 4: 8.502084945748853, 5: 10.960192942796553}","{0: 8.904008802489395, 1: 5.270384295600464, 2: 15.03457112278457, 3: 8.008902882674077, 4: 6.97811246879376, 5: 7.756636826999654}"
0.1346153846153846,"{0: 16.928384615989906, 1: 28.603016578472676, 2: 17.16989430988117, 3: 14.553328501258592, 4: 13.59280023085104, 5: 21.415625777911387}","{0: 14.663971161810963, 1: 28.643444883309783, 2: 20.314363789095598, 3: 12.054886969255742, 4: 9.36276572780474, 5: 17.0173429768812}","{0: 19.388843542639883, 1: 35.54011586908444, 2: 27.090613276258086, 3: 17.535358627260837, 4: 14.90470374390863, 5: 22.378381442560816}","{0: 18.289775610060627, 1: 30.29768208697766, 2: 19.913978239105386, 3: 15.928464321249535, 4: 17.01584432556619, 5: 18.958269055474414}"
0.13736263736263735,"{0: 5.9799366535619765, 1: 6.657545450816326, 2: 6.6751681265677965, 3: 6.831674400883778, 4: 3.049084808026887, 5: 7.324251590728416}","{0: 5.479940898194511, 1: 6.760806078839335, 2: 7.216584100531293, 3: 7.314756750601752, 4: 1.6623811224253207, 5: 7.248793304797441}","{0: 5.938057452469171, 1: 7.8481893302874655, 2: 8.364356941034595, 3: 8.115940433894806, 4: 4.088068629478664, 5: 8.973179453565484}","{0: 5.654819809538734, 1: 6.167613242565775, 2: 6.746909151049548, 3: 7.121133095075964, 4: 3.232185706258228, 5: 8.871272807854043}"
0.1401098901098901,"{0: 5.208117214217649, 1: 7.4507264225195735, 2: 5.167639147028176, 3: 6.9787499867077, 4: 1.5750280989546421, 5: 5.843156534113921}","{0: 7.3117009463739695, 1: 8.344515639138974, 2: 4.204649665118926, 3: 6.719083837615578, 4: 3.3789782322302764, 5: 6.714214336645895}","{0: 5.322143426320269, 1: 8.64580185597411, 2: 4.668597848691439, 3: 7.119861876091692, 4: 4.849715002595483, 5: 6.327952242796572}","{0: 5.7470409246066705, 1: 9.257414476869807, 2: 5.006372173173827, 3: 6.693322419317909, 4: 2.3755800572714065, 5: 6.042095387666812}"
0.14285714285714285,"{0: 13.645294915257244, 1: 23.202100402956052, 2: 13.784485802697239, 3: 14.290092675811712, 4: 13.184412254703929, 5: 16.79953241882122}","{0: 10.311474338997204, 1: 18.331449010613095, 2: 11.573953876114585, 3: 13.738589869940062, 4: 11.663911203196777, 5: 11.615260069886363}","{0: 14.302683132325054, 1: 19.707424066475696, 2: 13.992845899541404, 3: 15.840295797193653, 4: 17.607493220881935, 5: 17.407106665484225}","{0: 14.230579004788519, 1: 24.008706862192707, 2: 13.835886302461413, 3: 15.94475508099356, 4: 14.766004075053567, 5: 19.151211055570172}"
0.1456043956043956,"{0: 7.7244384991338055, 1: 11.263531886699596, 2: 9.637893922827208, 3: 10.393363852615712, 4: 6.563553927043853, 5: 10.464043985334293}","{0: 5.658583329776965, 1: 11.9054965954911, 2: 7.875041077518422, 3: 9.292091411494589, 4: 5.4725890838158975, 5: 6.290866882267884}","{0: 7.922382160752422, 1: 14.624349627718425, 2: 8.78637941655271, 3: 9.738921439544622, 4: 6.713805235091768, 5: 10.306490347219464}","{0: 5.485091780063162, 1: 11.735140182694531, 2: 10.551378648287596, 3: 8.3160383760381, 4: 6.369638885789357, 5: 14.749167012007574}"
0.14835164835164835,"{0: 8.743223803284682, 1: 14.363097685001552, 2: 14.435000011619868, 3: 8.903809707266293, 4: 12.153335764476983, 5: 13.501023468142828}","{0: 7.291461504311798, 1: 22.233850450502608, 2: 13.580392795181547, 3: 13.452867747155729, 4: 11.472666515678833, 5: 14.158208688151584}","{0: 11.396304477231107, 1: 23.293106820742377, 2: 17.99292608422679, 3: 17.126314685897952, 4: 16.550599926181775, 5: 21.37396160440686}","{0: 11.13773109699498, 1: 23.670605975873126, 2: 14.076860133906726, 3: 14.159633582135845, 4: 13.910117750507913, 5: 18.574315676323565}"
0.1510989010989011,"{0: 4.655224030771848, 1: 9.994003501750617, 2: 4.207262665795625, 3: 7.243613489262998, 4: 3.974774935772082, 5: 10.833666813087566}","{0: 5.0370273658942635, 1: 9.37763425733759, 2: 4.873130474732854, 3: 7.7648082806562995, 4: 7.932319260044565, 5: 10.597194168099838}","{0: 8.296154900412393, 1: 10.846070621537738, 2: 7.269649189790758, 3: 7.716186774023101, 4: 4.434548099968073, 5: 13.809723799904425}","{0: 4.179166435540504, 1: 7.88094825746214, 2: 4.623301392634954, 3: 7.101071680828935, 4: 3.863348317416225, 5: 11.397506469256692}"
0.15384615384615385,"{0: 11.091234886005598, 1: 20.27371330717395, 2: 16.831911529353246, 3: 17.576028981315574, 4: 13.795493779411004, 5: 31.642270459212813}","{0: 6.825564728489761, 1: 22.792292271264852, 2: 16.57011621202899, 3: 17.544466294594223, 4: 20.980732896236802, 5: 29.830649064620047}","{0: 10.481821862775966, 1: 32.60730339480604, 2: 22.059405707339227, 3: 25.30487240195105, 4: 17.12358996510834, 5: 39.16927419479576}","{0: 10.147161568391837, 1: 25.48422808268982, 2: 19.815603992709768, 3: 18.989419597045284, 4: 15.678929960625913, 5: 33.644470359183885}"
0.1565934065934066,"{0: 5.64926086003693, 1: 10.071916024981691, 2: 5.756454237594721, 3: 8.243023277739665, 4: 3.056094438321247, 5: 3.296596723321762}","{0: 6.32160030032435, 1: 11.927886835993702, 2: 7.034462621404788, 3: 7.534728598779341, 4: 3.547045968718964, 5: 5.683149029401288}","{0: 6.373063097417534, 1: 17.894549218586402, 2: 6.728450431281143, 3: 8.212633662655628, 4: 4.169542741440216, 5: 5.5316699495935415}","{0: 5.348922139398252, 1: 11.713381537126077, 2: 7.429968565562352, 3: 5.963846283093999, 4: 2.8688779504254165, 5: 4.052262324586272}"
0.15934065934065933,"{0: 3.1874267613924987, 1: 8.657155217277598, 2: 7.049074726509229, 3: 7.667394858749449, 4: 4.3194480758279346, 5: 5.286624868546705}","{0: 4.185650277052725, 1: 9.60714930215472, 2: 6.372473184600628, 3: 7.124357755344352, 4: 4.004959933968711, 5: 3.3158273549135244}","{0: 4.987077243136742, 1: 14.250999159523975, 2: 7.4597158436569835, 3: 8.167894351378946, 4: 4.049494456076493, 5: 4.408593833466331}","{0: 3.0920341818756336, 1: 8.291371161158617, 2: 9.254810559394263, 3: 7.58270337979923, 4: 5.507976394894918, 5: 10.269591131107578}"
0.1620879120879121,"{0: 10.503608734551586, 1: 26.814800487022733, 2: 11.744424815242079, 3: 20.485076023183698, 4: 18.8981052436732, 5: 24.049438881736354}","{0: 10.401366818566025, 1: 25.63880766096389, 2: 13.014891417863787, 3: 18.255240357965718, 4: 17.32402689539155, 5: 14.09505013424553}","{0: 13.70798835786299, 1: 28.277662614300507, 2: 18.833097214442944, 3: 23.157723910958605, 4: 25.81797693801859, 5: 19.058961402183076}","{0: 10.703062427192815, 1: 31.467917244587614, 2: 19.77681724368104, 3: 16.82592360321779, 4: 22.31450103214328, 5: 27.604895160255506}"
0.16483516483516486,"{0: 12.632275993884372, 1: 28.723611963855475, 2: 21.039351328059126, 3: 14.615456515849507, 4: 15.836054195888616, 5: 25.560869591566643}","{0: 8.75279916022672, 1: 27.937626398809414, 2: 21.5403581159368, 3: 11.25007091588081, 4: 13.933154657465506, 5: 15.237032159911031}","{0: 15.864197425693083, 1: 40.43530976408246, 2: 28.5976245176455, 3: 19.54187511321811, 4: 19.505893995208783, 5: 22.58509562522149}","{0: 10.648244844681939, 1: 28.588108345057666, 2: 30.168405145466664, 3: 13.471268040802086, 4: 18.16670905711382, 5: 36.3020972758837}"
0.17032967032967036,"{0: 15.363285644167064, 1: 14.937166475860424, 2: 8.358287551544462, 3: 19.258295702770738, 4: 17.731784438114342, 5: 11.780838142169975}","{0: 14.386077259289356, 1: 18.880571606670458, 2: 9.30866779909904, 3: 20.35798462662482, 4: 20.709561297694766, 5: 18.03106422259437}","{0: 16.33263075376453, 1: 16.580553384907766, 2: 10.915479695169509, 3: 15.590089535578976, 4: 21.651672177303563, 5: 17.827020338162633}","{0: 15.359490953096179, 1: 18.031263214349977, 2: 12.25453047503023, 3: 17.94782213421267, 4: 18.29292977637964, 5: 15.916210116100068}"
0.17307692307692307,"{0: 13.71401209080068, 1: 21.805946661869246, 2: 17.766450424546022, 3: 20.837010737493568, 4: 12.710776365242486, 5: 29.41719595765896}","{0: 15.207489715501874, 1: 27.823177071978296, 2: 24.393840767780716, 3: 18.98663802429401, 4: 17.550835488489117, 5: 31.78363721904637}","{0: 17.655949289271575, 1: 29.533881470087525, 2: 28.716504445908583, 3: 27.735116731608688, 4: 19.139578421662513, 5: 55.1116292825919}","{0: 20.272950610887325, 1: 29.524162064983756, 2: 27.123910868077427, 3: 23.97618384799819, 4: 16.587437011585862, 5: 32.61505199130689}"
0.17582417582417584,"{0: 13.517598222378586, 1: 26.238532024810468, 2: 25.933047844130567, 3: 12.805210882164099, 4: 14.171729591106322, 5: 27.358528484173558}","{0: 11.066096350283766, 1: 25.06586114440888, 2: 35.390986209745726, 3: 12.861065441164143, 4: 13.377558752238107, 5: 27.385750055327758}","{0: 15.886031983578457, 1: 33.0032022169237, 2: 41.622261317557715, 3: 19.50820524594911, 4: 15.981110862593034, 5: 39.99351904922336}","{0: 15.614241330411279, 1: 6.6552777699536065, 2: 21.526733677601054, 3: 13.826966567004552, 4: 16.17053109436061, 5: 27.396338776203066}"
0.17857142857142858,"{0: 10.800368693253825, 1: 7.407630819472658, 2: 7.2387002647986805, 3: 9.551359305386818, 4: 6.048901131188235, 5: 4.939589135083229}","{0: 22.102471841390553, 1: 17.344316051345455, 2: 13.841997170425527, 3: 10.493664070603465, 4: 11.876767421890529, 5: 10.530798331485999}","{0: 23.148606321105948, 1: 13.352350806934565, 2: 11.364652064716589, 3: 14.394480922593795, 4: 15.908048507648799, 5: 6.133426292093714}","{0: 9.906721482545544, 1: 9.255161626564393, 2: 11.060759527709434, 3: 8.137816642383235, 4: 4.270049031415927, 5: 4.337770432473394}"
0.1813186813186813,"{0: 14.927061403508736, 1: 19.380893783570745, 2: 22.53188685932733, 3: 25.270543456342253, 4: 15.277702157692795, 5: 20.5921717171717}","{0: 21.20083385717866, 1: 18.298984334011973, 2: 24.805694802405963, 3: 24.419170130334933, 4: 12.295619233469225, 5: 14.122448778560141}","{0: 28.078181570235376, 1: 18.42815087646793, 2: 32.28221235085595, 3: 25.141937125220018, 4: 10.257217870608539, 5: 17.39938812699621}","{0: 26.386738295709467, 1: 11.190981657192046, 2: 28.163197375838934, 3: 25.334473565697763, 4: 10.684883660994407, 5: 15.478454540495656}"
0.18406593406593408,"{0: 22.953779985176272, 1: 26.272885054862826, 2: 9.765351480826345, 3: 14.703198925313666, 4: 9.879387241630633, 5: 20.325652157485496}","{0: 18.805887478287445, 1: 17.09317194025741, 2: 7.679738419566765, 3: 13.112940623816925, 4: 11.290815398611443, 5: 14.71910452547001}","{0: 23.673860958935638, 1: 23.11188868122816, 2: 8.977880316380647, 3: 13.864630184708131, 4: 16.363415246191327, 5: 31.399210671482408}","{0: 23.84649576883133, 1: 25.921824373558106, 2: 10.391045070318164, 3: 14.289804751899917, 4: 15.903814349489735, 5: 21.006166905531632}"
0.1868131868131868,"{0: 36.93465840785523, 1: 22.13858212827401, 2: 6.135966334860266, 3: 16.067207644088462, 4: 15.358319289252433, 5: 16.314126419271837}","{0: 32.567911273199734, 1: 24.673593246815205, 2: 8.306245228698424, 3: 17.2080605497504, 4: 17.85018377304485, 5: 14.247270320920043}","{0: 40.216855993459816, 1: 23.74018057189044, 2: 12.818744831811165, 3: 20.59217861797159, 4: 20.206248802134336, 5: 19.322670855399675}","{0: 34.54762588764776, 1: 20.62604131423912, 2: 4.353112971259286, 3: 12.397296112017344, 4: 18.78852341274266, 5: 20.825170172937295}"
0.18956043956043955,"{0: 4.3323655902764715, 1: 9.024667110718319, 2: 6.124385794252558, 3: 7.7299577653882805, 4: 12.011285183465171, 5: 8.144993479472262}","{0: 5.149164609452539, 1: 6.80597930701492, 2: 8.068449489439217, 3: 8.183403743961259, 4: 11.21997835192006, 5: 8.996323229544709}","{0: 6.618129161159167, 1: 9.034206690485432, 2: 7.1590792948011055, 3: 8.442993625991003, 4: 7.314963966588905, 5: 16.580320579101517}","{0: 2.7807261615260574, 1: 7.64048661611758, 2: 6.327988225716428, 3: 4.553200408149521, 4: 2.908378087563033, 5: 9.174794836165523}"
0.19230769230769232,"{0: 2.92618443671186, 1: 7.444444444444446, 2: 7.631423801404588, 3: 5.1592154201524, 4: 4.0270753461531905, 5: 12.749389496386522}","{0: 4.297132111706198, 1: 5.223856459284267, 2: 6.799022673018559, 3: 7.990009059318729, 4: 14.095989648978673, 5: 12.15504305519049}","{0: 5.829892210679459, 1: 5.602662400600934, 2: 6.35170274427136, 3: 8.398584526045022, 4: 8.045931921580369, 5: 20.224702466466002}","{0: 2.270248816550556, 1: 4.373764914162201, 2: 4.409530069190757, 3: 5.412492540366157, 4: 3.7284848345866686, 5: 12.033649255908484}"
0.19505494505494506,"{0: 14.392375634818876, 1: 17.623487067119147, 2: 12.16659504905301, 3: 15.82243493561701, 4: 15.572720679815674, 5: 21.837354059898477}","{0: 13.377211448591758, 1: 16.91649108198677, 2: 10.419340250858479, 3: 13.436864028948705, 4: 17.215830677011265, 5: 17.661417227019005}","{0: 17.185574356101892, 1: 20.81798456505911, 2: 12.722554070670123, 3: 14.8158024752104, 4: 11.941452756077343, 5: 21.65400611329825}","{0: 13.941138015425972, 1: 19.831711941413886, 2: 11.189079592150696, 3: 13.928889897890778, 4: 11.582024266664567, 5: 25.72300040481451}"
0.1978021978021978,"{0: 7.135627292478254, 1: 8.85791165315818, 2: 6.477128249348968, 3: 9.260461628017936, 4: 7.360479575656275, 5: 10.329067649505921}","{0: 6.330326685079769, 1: 5.8057984829547165, 2: 6.367565036859646, 3: 10.479462252139745, 4: 11.19707475386737, 5: 7.257200221793099}","{0: 9.39441896212786, 1: 7.073364959100226, 2: 6.896461997763744, 3: 8.758465668480843, 4: 10.639167613844872, 5: 11.818616383839297}","{0: 6.783661224550631, 1: 7.775521882786975, 2: 5.652697370093353, 3: 7.723737385476682, 4: 6.54764489256253, 5: 11.670915120521476}"
0.20054945054945056,"{0: 5.108140344733262, 1: 8.453621818878107, 2: 8.690949618490938, 3: 6.389211645613783, 4: 4.074090073459359, 5: 9.446801445283407}","{0: 5.103249661166952, 1: 8.235477731304861, 2: 8.464957516909124, 3: 7.72057647639208, 4: 8.564002239744488, 5: 8.008327621291402}","{0: 7.387280243205034, 1: 10.381361178431444, 2: 9.37843081469836, 3: 8.474247944173888, 4: 6.210210445425017, 5: 12.148572949102082}","{0: 4.068435128517923, 1: 8.878344243471933, 2: 8.558006356045809, 3: 5.636321672836399, 4: 4.268391058509185, 5: 10.673696780904992}"
0.20604395604395606,"{0: 7.669631093544081, 1: 4.801401698140872, 2: 2.6662165129553457, 3: 5.8695835163226215, 4: 3.8134387351778543, 5: 19.85141886105073}","{0: 9.355192105881676, 1: 4.818804582922584, 2: 3.0960047966369495, 3: 9.16917607634946, 4: 19.215222920571186, 5: 19.11173696860593}","{0: 12.84172988810523, 1: 6.289905363539806, 2: 4.617684202794001, 3: 13.259678745343649, 4: 10.14864254517634, 5: 36.185224766451626}","{0: 7.482454660271224, 1: 4.761922564478671, 2: 2.5997954598524218, 3: 5.805860775947084, 4: 3.7490774894451575, 5: 19.68296345048502}"
0.2087912087912088,"{0: 7.323210054891597, 1: 14.856734063957946, 2: 12.108538909492486, 3: 18.193586230440133, 4: 11.365797769131651, 5: 15.403178900428333}","{0: 6.177997999106945, 1: 13.623370830749687, 2: 13.08050714314268, 3: 12.000856769656643, 4: 6.2693818042848575, 5: 14.090593117158203}","{0: 9.852572214833103, 1: 19.995800494708746, 2: 18.61337568588881, 3: 17.209347794958887, 4: 5.705548543960208, 5: 17.94855206274354}","{0: 12.4056794000132, 1: 12.675866888134893, 2: 13.252715630224237, 3: 12.097723100912063, 4: 6.4786324318704205, 5: 10.838962372621078}"
0.21153846153846154,"{0: 12.444444444444441, 1: 3.4138297493944663, 2: 16.532494588744722, 3: 18.350527281649757, 4: 16.766880877742786, 5: 9.16004702194357}","{0: 9.545499653078672, 1: 2.822890255823348, 2: 19.670702282155656, 3: 17.76664479756412, 4: 8.06768299621576, 5: 12.605677891313828}","{0: 13.532343662590176, 1: 7.361648950036839, 2: 25.04850827391517, 3: 23.147373504409103, 4: 6.843420430070849, 5: 18.349943867987584}","{0: 9.819856662648812, 1: 8.725772406947975, 2: 16.336230244195647, 3: 18.871525063105505, 4: 9.131651976891726, 5: 12.88650180789493}"
0.21428571428571427,"{0: 26.230427129230225, 1: 37.34573972217381, 2: 14.959941552970742, 3: 24.217721753792063, 4: 22.303980681647996, 5: 24.285554223672758}","{0: 25.40579304770253, 1: 27.154385970998007, 2: 13.460245319803391, 3: 22.572544623770654, 4: 19.22609814606932, 5: 22.026855320172288}","{0: 28.00321990372772, 1: 32.83256437917041, 2: 14.53693389434624, 3: 23.118214646830907, 4: 25.310984388234534, 5: 28.570904167228477}","{0: 26.800423392067128, 1: 41.3274234492381, 2: 13.10786885895528, 3: 23.7378362129859, 4: 23.764736632617613, 5: 23.133551248212488}"
0.21703296703296704,"{0: 18.904849330914743, 1: 19.328376682512815, 2: 9.307652014777183, 3: 14.453849527211455, 4: 15.213687317504297, 5: 21.83836065014492}","{0: 13.922668747839536, 1: 14.76298609509653, 2: 9.849855786351172, 3: 13.065751397855479, 4: 13.402353946601208, 5: 20.948004756728984}","{0: 19.0560277813664, 1: 25.053085357004424, 2: 13.818551478110631, 3: 18.735618886174993, 4: 19.31035376142499, 5: 26.716885530049197}","{0: 17.275485621616028, 1: 24.199651587139712, 2: 14.733625321166896, 3: 19.772829572448728, 4: 17.57040704593046, 5: 27.30310111340057}"
0.21978021978021972,"{0: 6.367614127232496, 1: 6.342908760524814, 2: 3.65940544404002, 3: 4.598149462887522, 4: 4.961724565986032, 5: 6.9712558068021195}","{0: 9.370722826781286, 1: 6.701917683463862, 2: 5.081578285185672, 3: 4.595276366594053, 4: 6.6470605048598275, 5: 6.289755260218442}","{0: 10.156671569744026, 1: 8.083898719358457, 2: 2.7741944846046778, 3: 5.73960790133722, 4: 7.7356033873156775, 5: 5.750607040151247}","{0: 7.983355760228323, 1: 9.371846964056887, 2: 2.6229871494921952, 3: 4.943158810026564, 4: 5.410846600693976, 5: 9.029192714216974}"
0.2225274725274725,"{0: 5.618518734537965, 1: 8.055722012095297, 2: 11.959597536729456, 3: 6.48386098828679, 4: 3.3972245010274875, 5: 2.986615137672384}","{0: 5.0664393307105575, 1: 9.219839421364348, 2: 9.354402218672298, 3: 8.548030888680474, 4: 3.993934501619869, 5: 3.7960357030832323}","{0: 7.290489626188722, 1: 9.21729024185893, 2: 11.14273805102711, 3: 6.182479785828196, 4: 5.246378266724086, 5: 4.109362398316301}","{0: 5.227451200637908, 1: 7.758434877059936, 2: 10.62522216948843, 3: 5.9199727283796735, 4: 3.5631645604446107, 5: 3.6760666559338837}"
0.2252747252747253,"{0: 1.9895583995055357, 1: 4.703539855407495, 2: 6.425838313136526, 3: 5.878583734007908, 4: 2.8196133145018987, 5: 2.4649636074159207}","{0: 2.527786456779774, 1: 5.162868301049554, 2: 6.147153200080329, 3: 5.767385343796948, 4: 3.0590699971403303, 5: 1.0884372923075543}","{0: 2.8719521750768133, 1: 6.088620075490432, 2: 6.380579722309229, 3: 5.821280017278111, 4: 4.367396361971384, 5: 1.8461329336162269}","{0: 1.8610414188058886, 1: 5.063974022444285, 2: 5.35110318252104, 3: 3.975429331275144, 4: 2.334434023546561, 5: 1.0233199855527262}"
