is_val_error,reg,stepSize,lastKDays,kout,kin,time_ix,hy_ix,rmse,mae
False,KNeighborsRegressor,2,10,2,-1,9,9,25.445920132808414,23.415715978131484
False,KNeighborsRegressor,2,10,2,-1,11,9,19.55283316085429,12.06836560552398
False,KNeighborsRegressor,2,10,2,-1,13,9,13.818589003825123,12.445234438705782
False,KNeighborsRegressor,2,10,2,-1,15,9,10.104778082225721,8.72739596966425
False,KNeighborsRegressor,2,10,2,-1,17,9,42.940806655865096,40.56188798687123
False,KNeighborsRegressor,2,10,2,-1,19,9,31.71375024148886,30.894946407278418
