is_val_error,reg,stepSize,lastKDays,kout,kin,time_ix,hy_ix,rmse,mae
False,SVR,2,10,1,-1,9,5,25.390861941188376,24.86858220673548
False,SVR,2,10,1,-1,11,5,13.786631660971898,10.468044574681816
False,SVR,2,10,1,-1,13,5,16.468329971080617,15.046473941455789
False,SVR,2,10,1,-1,15,5,12.392954887753348,9.669139812635416
False,SVR,2,10,1,-1,17,5,40.579390769937994,40.35359921648969
False,SVR,2,10,1,-1,19,5,41.399483213108425,36.64205872695496
False,SVR,2,10,1,-1,21,5,35.93800398253474,21.080483639968392
False,SVR,2,10,1,-1,23,5,14.535668135420318,13.455810137280759
